program;partysize;latencies(ms);bandwidths(Mbs);input_size;packetdrops(%);runtime_internal(s);Bytes Send;runtime_external(s);peakRAM(MiB);System Time(s)
UseCases/NeuralNetworkLeNet;3;0;25000;64;0;0:03:13.516;879116110;193.81;4606;22.60
UseCases/NeuralNetworkLeNet;3;0;25000;64;0;0:02:59.050;879115318;179.34;4788;22.24
UseCases/NeuralNetworkLeNet;3;0;25000;64;0;0:03:18.814;879114959;199.02;4679;22.80
UseCases/NeuralNetworkLeNet;3;0;25000;64;0;0:02:52.730;879113960;173.01;4752;21.71
UseCases/NeuralNetworkLeNet;3;0;25000;64;0;0:03:14.437;879115667;194.69;4761;22.39
UseCases/NeuralNetworkLeNet;3;0;25000;64;0;0:03:21.562;879115160;201.82;4655;22.48
UseCases/NeuralNetworkLeNet;3;0;25000;64;0;0:03:11.700;879116504;191.97;4677;22.30
UseCases/NeuralNetworkLeNet;3;0;25000;64;0;0:02:46.550;879114918;166.84;4656;21.76
UseCases/NeuralNetworkLeNet;3;0;25000;64;0;0:03:17.667;879114668;197.94;4707;22.18
UseCases/NeuralNetworkLeNet;3;0;25000;64;0;0:03:11.935;879116874;192.21;4729;22.45
UseCases/NeuralNetworkLeNet;3;0;25000;64;0;0:02:58.301;879114299;178.57;4781;21.92
UseCases/NeuralNetworkLeNet;3;0;25000;64;0;0:02:58.233;879113300;178.51;4698;22.14
UseCases/NeuralNetworkLeNet;3;0;25000;64;0;0:02:48.679;879114883;168.87;4664;21.76
UseCases/NeuralNetworkLeNet;3;0;25000;64;0;0:02:57.369;879114483;177.65;4689;21.70
UseCases/NeuralNetworkLeNet;3;0;25000;64;0;0:03:09.555;879114938;189.75;4741;22.28
UseCases/NeuralNetworkLeNet;3;0;25000;64;0;0:03:11.467;879115759;191.71;4715;22.65
UseCases/NeuralNetworkLeNet;3;0;25000;64;0;0:03:23.778;879115497;204.05;4782;22.49
UseCases/NeuralNetworkLeNet;3;0;25000;64;0;0:02:48.122;879115823;168.38;4718;21.40
UseCases/NeuralNetworkLeNet;3;0;25000;64;0;0:02:55.588;879116837;175.86;4654;22.37
UseCases/NeuralNetworkLeNet;3;0;25000;64;0;0:03:14.320;879115256;194.61;4702;22.32
UseCases/NeuralNetworkLeNet;3;0;25000;64;0;0:03:15.772;879114538;195.95;4782;22.38
UseCases/NeuralNetworkLeNet;3;0;25000;64;0;0:03:13.823;879114684;194.07;4688;22.41
UseCases/NeuralNetworkLeNet;3;0;25000;64;0;0:02:49.477;879114797;169.73;4611;21.83
UseCases/NeuralNetworkLeNet;3;0;25000;64;0;0:03:15.446;879114691;195.73;4874;22.50
UseCases/NeuralNetworkLeNet;3;0;25000;64;0;0:03:15.198;879115018;195.46;4686;23.10
UseCases/NeuralNetworkLeNet;3;0;25000;64;0;0:03:15.440;879113716;195.71;4658;22.42
UseCases/NeuralNetworkLeNet;3;0;25000;64;0;0:03:10.566;879115393;190.82;4819;22.22
UseCases/NeuralNetworkLeNet;3;0;25000;64;0;0:02:57.480;879116655;177.66;4692;22.19
UseCases/NeuralNetworkLeNet;3;0;25000;64;0;0:03:05.196;879114595;185.48;4768;22.05
UseCases/NeuralNetworkLeNet;3;0;25000;64;0;0:03:17.513;879115687;197.79;4776;22.44
UseCases/NeuralNetworkLeNet;3;25;25000;64;0;0:03:07.437;879115218;187.75;4694;22.00
UseCases/NeuralNetworkLeNet;3;25;25000;64;0;0:03:21.034;879115537;201.34;4683;22.83
UseCases/NeuralNetworkLeNet;3;25;25000;64;0;0:03:00.868;879114921;181.18;4672;22.25
UseCases/NeuralNetworkLeNet;3;25;25000;64;0;0:03:18.669;879115519;198.97;4678;22.92
UseCases/NeuralNetworkLeNet;3;25;25000;64;0;0:03:23.707;879115213;204.15;4665;22.97
UseCases/NeuralNetworkLeNet;3;25;25000;64;0;0:03:20.818;879115136;201.24;4688;22.80
UseCases/NeuralNetworkLeNet;3;25;25000;64;0;0:03:19.618;879115905;199.92;4672;22.18
UseCases/NeuralNetworkLeNet;3;25;25000;64;0;0:02:59.863;879116148;180.29;4683;22.09
UseCases/NeuralNetworkLeNet;3;25;25000;64;0;0:03:13.184;879115079;193.49;4648;22.83
UseCases/NeuralNetworkLeNet;3;25;25000;64;0;0:03:24.369;879115288;204.65;4691;22.67
UseCases/NeuralNetworkLeNet;3;50;25000;64;0;0:02:35.971;879114147;156.40;4696;21.10
UseCases/NeuralNetworkLeNet;3;50;25000;64;0;0:03:08.542;879115065;188.94;4666;22.00
UseCases/NeuralNetworkLeNet;3;50;25000;64;0;0:03:11.532;879115565;191.97;4683;22.28
UseCases/NeuralNetworkLeNet;3;50;25000;64;0;0:03:06.492;879115288;186.92;4672;22.18
UseCases/NeuralNetworkLeNet;3;50;25000;64;0;0:03:11.607;879116247;192.05;4675;22.50
UseCases/NeuralNetworkLeNet;3;50;25000;64;0;0:03:10.541;879114598;190.95;4686;22.18
UseCases/NeuralNetworkLeNet;3;50;25000;64;0;0:02:35.996;879116586;156.44;4672;21.83
